1|195000|2|19|2|19|2|19|2|19|1|-10|1|-10|2|19|1|-10|2|19|1|-600000|1|-600000|2|1170000|1|-600000|1|-600000|1|-300000
2|195000|1|-10|1|-10|1|-10|1|-10|1|585000|2|-150000|2|-50000|2|19|2|19|2|19|2|-25|2|19|1|-10|1|-10|2|19
2|195000|1|-10|1|-10|1|-10|1|-10|2|19|2|19|2|19|1|-10|2|19|2|19|2|19|1|-10|2|19|2|19|2|19
2|195000|1|-10|1|-10|1|-10|1|-10|1|-10|2|19|2|19|1|-10|2|19|1|-10|1|-10|2|19|1|-10|2|19|1|-10
1|195000|2|-50000|2|19|2|19|2|19|2|19|2|19|1|-10|2|19|2|19|2|19|2|19|2|-25|1|-10|2|19|2|19
2|195000|1|-50000|1|-10|1|-10|1|-10|1|-10|2|19|1|-10|1|-10|2|19|1|-10|1|-10|1|-10|2|19|2|19|1|-10
1|195000|2|19|2|19|2|19|2|19|1|-10|2|19|2|19|1|-10|2|19|2|19|1|-10|1|-10|1|-10|2|-112|2|2340000
1|195000|2|19|2|19|2|19|2|19|2|19|1|-10|2|19|2|19|2|19|1|-10|1|-10|2|19|1|-10|2|19|1|-10
1|195000|2|19|2|19|2|19|2|19|1|-10|2|19|1|-10|1|-10|1|-10|1|-10|2|19|1|-10|1|-10|2|19|1|-10
2|195000|1|-10|1|-10|1|-10|1|-10|1|-10|1|195000|2|19|2|19|2|19|2|19|1|-10|2|19|1|-10|1|-10|1|-10
1|195000|2|19|2|19|2|19|2|19|1|-10|1|-10|2|19|1|-10|1|-10|2|19|2|19|1|-14|1|243|2|-25|1|585
2|195000|1|-10|1|-10|1|-10|1|-10|1|-10|2|19|2|19|2|19|2|19|1|-10|2|19|1|-10|2|19|2|19|1|-10
2|195000|1|-10|1|-10|1|-10|1|-10|1|-10|2|19|1|-10|1|-10|1|-10|2|19|2|19|1|-10|2|19|1|-10|2|19
1|195000|2|19|2|19|2|19|2|19|2|19|1|-10|1|-10|2|19|2|19|1|-10|1|-10|1|-10|2|19|2|19|1|-10
1|195000|2|19|2|19|2|19|2|19|2|19|2|19|1|-10|1|-10|1|-10|1|-10|2|19|2|19|2|19|2|19|1|-10
2|195000|1|-10|2|3900|1|-10|1|-10|1|-1000|1|-10|1|1950|1|-10|2|1950|2|19|1|1950|2|19|2|1950|2|19|1|1950
2|195000|1|-10|1|-10|1|-68|1|-10|1|-10|1|-10|2|19|1|-10|1|-10|1|-10|2|39|2|19|1|39|1|-10|2|19
1|195000|1|29|1|29|2|19|2|-15|2|19|1|29|2|19|2|-15|1|-150|2|19|1|29|2|19|1|29|1|-10|1|29
2|195000|2|-15|2|-15|1|-10|2|-15|1|-10|2|-15|1|-10|1|29|1|-10|1|-10|1|29|2|19|2|-15|2|19|1|29
2|195000|1|19|1|-10|1|19|1|-10|1|19|1|-10|1|-10|1|78|2|19|2|-20|2|19|2|-10|2|19|1|312|2|19
1|195000|2|-50000|2|19|2|-10|2|19|1|39|2|19|2|-10|2|19|2|19|1|19|2|19|1|-10|1|39|2|19|2|-10
2|195000|1|-50000|1|-10|1|-10|1|-10|1|-10|1|-10|1|-10|2|19|1|-10|2|19|2|19|1|-10|2|19|1|-10|2|19
2|195000|2|-50000|2|19|2|19|2|19|2|19|2|19|1|-10|1|-10|2|19|2|19|1|-10|2|19|2|19|2|19|1|-10
1|195000|2|-50000|2|19|2|19|2|19|2|19|2|19|2|19|1|-10|1|-10|1|-10|2|19|2|19|1|-10|2|19|2|19
1|195000|2|-50000|2|19|2|19|2|19|2|19|2|19|1|-10|1|-10|2|19|1|19|2|19|2|19|2|19|1|-10|1|-10
2|195000|1|-10|2|-655|1|-10|1|-10|1|-10|1|-10|2|19|1|-10|2|19|2|19|2|19|1|655|1|-10|1|-10|1|-10
2|195000|1|-10|1|-10|1|-10|1|-10|1|-10|2|19|1|-10|1|-10|2|19|2|19|2|19|1|-10|1|-10|1|-10|2|19
2|195000|1|-10|1|-10|1|-10|1|-10|1|-10|2|19|1|-10|1|-10|2|19|2|19|2|19|1|-10|1|-10|1|-10|2|19
2|195000|1|-10|1|-10|1|-10|1|-10|1|-10|2|19|1|-10|1|-10|2|19|2|19|2|19|1|-10|1|-10|1|-10|2|19
1|195000|2|19|2|19|2|19|2|19|2|19|2|-103|1|-37|1|-313|2|313|1|-200|2|313|1|-37|1|487|2|-13|2|33
1|195000|2|19|2|19|2|19|2|19|2|19|2|-103|1|-37|1|-313|2|313|1|-200|2|313|1|-37|1|487|2|-13|2|33
1|195000|2|19|2|19|2|19|2|19|2|19|2|-103|1|-37|1|-313|2|313|1|-200|2|313|1|-37|1|487|2|-13|2|33
1|195000|2|19|2|19|2|19|2|19|2|19|2|-103|1|-37|1|-313|2|313|1|-200|2|313|1|-37|1|487|2|-13|2|33
1|195000|1|-10|2|-50000|2|19|2|19|2|19|1|23439|2|19|2|19|2|19|2|19|2|19|2|19|1|-10|1|-10|1|-10
1|195000|2|-10|2|-85|1|19|2|19|1|19|2|19|2|-35|2|19|1|19|1|68|2|19|2|-10|2|19|1|68|2|-10
1|195000|2|-35|1|72|1|19|1|68|2|19|2|-10|2|19|1|68|2|-10|2|19|1|68|2|19|1|19|2|19|1|19
2|195000|1|68|2|-10|1|-10|1|165|1|-10|2|-10|1|-10|1|19|1|-10|2|-35|1|19|2|19|1|331|2|19|2|-10
