1|-25|1|-100|1|-238|1|-357|1|-120|1|-25|2|-42|2|-345|2|81|2|-42|2|345|1|-42|2|-42|2|-42|1|-42|2|81
3|-50|2|-25|1|-100|1|-238|1|-357|1|-120|1|-25|2|-42|2|-345|2|81|2|-42|2|345|1|-42|2|-42|2|-42|1|-42
4|-75|2|-50|2|-25|1|-100|1|-238|1|-357|1|-120|1|-25|2|-42|2|-345|2|81|2|-42|2|345|1|-42|2|-42|2|-42
1|195|1|-75|2|-50|2|-25|1|-100|1|-238|1|-357|1|-120|1|-25|2|-42|2|-345|2|81|2|-42|2|345|1|-42|2|-42
3|-100|1|195|1|-75|2|-50|2|-25|1|-100|1|-238|1|-357|1|-120|1|-25|2|-42|2|-345|2|81|2|-42|2|345|1|-42
1|195|2|-100|1|195|1|-75|2|-50|2|-25|1|-100|1|-238|1|-357|1|-120|1|-25|2|-42|2|-345|2|81|2|-42|2|345
4|-100|1|195|2|-100|1|195|1|-75|2|-50|2|-25|1|-100|1|-238|1|-357|1|-120|1|-25|2|-42|2|-345|2|81|2|-42
2|195|1|-100|1|195|2|-100|1|195|1|-75|2|-50|2|-25|1|-100|1|-238|1|-357|1|-120|1|-25|2|-42|2|-345|2|81
3|-100|2|195|1|-100|1|195|2|-100|1|195|1|-75|2|-50|2|-25|1|-100|1|-238|1|-357|1|-120|1|-25|2|-42|2|-345
3|-100|2|-100|2|195|1|-100|1|195|2|-100|1|195|1|-75|2|-50|2|-25|1|-100|1|-238|1|-357|1|-120|1|-25|2|-42
3|-200|2|-100|2|-100|2|195|1|-100|1|195|2|-100|1|195|1|-75|2|-50|2|-25|1|-100|1|-238|1|-357|1|-120|1|-25
1|780|2|-200|2|-100|2|-100|2|195|1|-100|1|195|2|-100|1|195|1|-75|2|-50|2|-25|1|-100|1|-238|1|-357|1|-120
3|-56|1|780|2|-200|2|-100|2|-100|2|195|1|-100|1|195|2|-100|1|195|1|-75|2|-50|2|-25|1|-100|1|-238|1|-357
4|-25|2|-56|1|780|2|-200|2|-100|2|-100|2|195|1|-100|1|195|2|-100|1|195|1|-75|2|-50|2|-25|1|-100|1|-238
3|-85|1|-25|2|-56|1|780|2|-200|2|-100|2|-100|2|195|1|-100|1|195|2|-100|1|195|1|-75|2|-50|2|-25|1|-100
