2018-06-14 16:59:12.599494|2|19|1|19|2|-35|2|19|2|-10|2|19|1|-140|1|19|1|68|1|-10|1|19|2|19|2|-10|1|68|2|19|1|-10
2018-06-14 16:59:15.010654|2|19|2|19|1|19|2|-35|2|19|2|-10|2|19|1|-140|1|19|1|68|1|-10|1|19|2|19|2|-10|1|68|2|19
2018-06-14 16:59:17.921680|2|19|1|19|2|19|2|19|1|19|2|-35|2|19|2|-10|2|19|1|-140|1|19|1|68|1|-10|1|19|2|19|2|-10
2018-06-14 16:59:22.717070|2|-100000|2|-10|2|-85|1|19|2|19|1|19|2|19|2|19|1|19|2|-35|2|19|2|-10|2|19|1|-140|1|19|1|68
2018-06-14 16:59:27.700549|2|-200000|2|-10|2|-100000|2|-10|2|-85|1|19|2|19|1|19|2|19|2|19|1|19|2|-35|2|19|2|-10|2|19|1|-140
2018-06-14 16:59:32.344516|2|-500000|1|19|2|-170|2|-10|2|-200000|2|-10|2|-100000|2|-10|2|-85|1|19|2|19|1|19|2|19|2|19|1|19|2|-35
2018-06-14 16:59:39.206712|1|842661|2|-10|1|19|1|663|2|-500000|1|19|2|-170|2|-10|2|-200000|2|-10|2|-100000|2|-10|2|-85|1|19|2|19|1|19
2018-06-14 16:59:44.633307|1|-10|1|19|2|-35|1|19|1|842661|2|-10|1|19|1|663|2|-500000|1|19|2|-170|2|-10|2|-200000|2|-10|2|-100000|2|-10
2018-06-14 16:59:47.397599|2|19|2|-10|1|-10|1|19|2|-35|1|19|1|842661|2|-10|1|19|1|663|2|-500000|1|19|2|-170|2|-10|2|-200000|2|-10
2018-06-14 16:59:50.472030|2|19|1|19|2|-85|2|19|2|-10|1|-10|1|19|2|-35|1|19|1|842661|2|-10|1|19|1|663|2|-500000|1|19|2|-170
2018-06-14 16:59:54.360165|1|-10|2|-10|1|331|2|19|1|19|2|-85|2|19|2|-10|1|-10|1|19|2|-35|1|19|1|842661|2|-10|1|19|1|663
2018-06-14 16:59:57.170644|1|-10|2|-10|1|-10|2|-10|1|331|2|19|1|19|2|-85|2|19|2|-10|1|-10|1|19|2|-35|1|19|1|842661|2|-10
2018-06-14 16:59:59.496254|2|19|1|68|1|-10|2|-10|1|-10|2|-10|1|331|2|19|1|19|2|-85|2|19|2|-10|1|-10|1|19|2|-35|1|19
2018-06-14 17:00:02.581228|1|-10|1|19|2|19|1|68|1|-10|2|-10|1|-10|2|-10|1|331|2|19|1|19|2|-85|2|19|2|-10|1|-10|1|19
2018-06-14 17:00:06.710888|1|-10|1|19|1|68|1|19|1|-10|1|19|2|19|1|68|1|-10|2|-10|1|-10|2|-10|1|331|2|19|1|19|2|-85
2018-06-14 17:00:09.943402|1|-10|2|-10|1|68|1|-10|1|19|1|68|1|19|1|-10|1|19|2|19|1|68|1|-10|2|-10|1|-10|2|-10|1|331
2018-06-14 17:00:12.382387|2|19|2|-35|1|-10|2|-10|1|68|1|-10|1|19|1|68|1|19|1|-10|1|19|2|19|1|68|1|-10|2|-10|1|-10
2018-06-14 17:00:15.500751|2|19|2|-10|2|19|2|-35|1|-10|2|-10|1|68|1|-10|1|19|1|68|1|19|1|-10|1|19|2|19|1|68|1|-10
2018-06-14 17:00:18.540043|2|19|1|165|2|19|2|-10|2|19|2|-35|1|-10|2|-10|1|68|1|-10|1|19|1|68|1|19|1|-10|1|19|2|19
2018-06-14 17:00:21.551243|1|-10|2|-35|2|-10|2|19|1|165|2|19|2|-10|2|19|2|-35|1|-10|2|-10|1|68|1|-10|1|19|1|68|1|19
2018-06-14 17:00:24.548937|1|-10|2|-10|1|-10|2|-35|2|-10|2|19|1|165|2|19|2|-10|2|19|2|-35|1|-10|2|-10|1|68|1|-10|1|19
2018-06-14 17:00:27.026928|2|19|2|-10|1|-10|2|-10|1|-10|2|-35|2|-10|2|19|1|165|2|19|2|-10|2|19|2|-35|1|-10|2|-10|1|68
2018-06-14 17:00:30.353342|2|19|1|165|2|19|2|-10|1|-10|2|-10|1|-10|2|-35|2|-10|2|19|1|165|2|19|2|-10|2|19|2|-35|1|-10
2018-06-14 17:00:33.705655|1|-10|2|19|1|165|2|19|2|-10|1|-10|2|-10|1|-10|2|-35|2|-10|2|19|1|165|2|19|2|-10|2|19|2|-35
2018-06-14 17:00:36.652867|1|-10|1|68|1|-10|2|19|1|165|2|19|2|-10|1|-10|2|-10|1|-10|2|-35|2|-10|2|19|1|165|2|19|2|-10
2018-06-14 17:00:39.890612|2|19|2|-223|1|68|1|-10|1|68|1|-10|2|19|1|165|2|19|2|-10|1|-10|2|-10|1|-10|2|-35|2|-10|2|19
2018-06-14 17:00:43.310242|2|19|1|19|1|68|2|19|2|-223|1|68|1|-10|1|68|1|-10|2|19|1|165|2|19|2|-10|1|-10|2|-10|1|-10
2018-06-14 17:00:46.012505|1|-10|2|-35|1|19|2|19|1|19|1|68|2|19|2|-223|1|68|1|-10|1|68|1|-10|2|19|1|165|2|19|2|-10
